zip,latitude,longitude,usda_zone,avg_last_frost,avg_first_frost
26408,39.20585,-80.29416,6b,04-15,10-22
26410,39.39905,-79.82996,6b,04-15,10-22
26411,39.18571,-80.71039,6b,04-15,10-22
26412,38.89152,-80.5648,6b,04-15,10-22
26415,39.29488,-80.96009,6b,04-15,10-22
26416,39.15555,-80.02419,6b,04-15,10-22
26419,39.55189,-80.67076,6b,04-15,10-22
26421,39.18347,-80.92668,6b,04-15,10-22
26422,39.2853,-80.44628,6b,04-15,10-22
26424,39.26821,-80.1652,6b,04-15,10-22
26425,39.32003,-79.68442,6b,04-15,10-22
26426,39.28447,-80.57219,6b,04-15,10-22
26430,38.89104,-80.74656,6b,04-15,10-22
26431,39.39229,-80.28438,6b,04-15,10-22
26435,39.26626,-80.09206,6b,04-15,10-22
26436,39.28725,-80.73186,6b,04-15,10-22
26437,39.51347,-80.53196,6a,04-25,10-15
26438,39.34673,-80.31889,6b,04-15,10-22
26440,39.3298,-79.90371,6b,04-15,10-22
26443,39.08033,-80.76956,6b,04-15,10-22
26444,39.37759,-79.76428,6b,04-15,10-22
26447,38.88107,-80.47432,6b,04-15,10-22
26448,39.40796,-80.48869,6b,04-15,10-22
26451,39.20417,-80.40294,6b,04-15,10-22
26452,39.04101,-80.47731,6b,04-15,10-22
26456,39.2931,-80.77811,6b,04-15,10-22
26463,39.44024,-80.35233,6b,04-15,10-22
26501,39.62848,-79.98796,6b,04-15,10-22
26505,39.6465,-79.95154,7a,04-10,11-01
26506,39.64528,-79.96267,6b,04-15,10-22
26508,39.61098,-79.89947,7a,04-10,11-01
26519,39.53909,-79.63241,6b,04-15,10-22
26520,39.49768,-79.82003,6b,04-15,10-22
26521,39.71892,-80.21137,6b,04-15,10-22
26524,39.45809,-79.68815,6b,04-15,10-22
26525,39.64688,-79.59847,6a,04-25,10-15
26534,39.6467,-79.98826,6b,04-15,10-22
26537,39.47292,-79.69873,6b,04-15,10-22
26541,39.69234,-79.97335,6b,04-15,10-22
26542,39.56103,-79.79533,6b,04-15,10-22
26543,39.66062,-80.0072,6b,04-15,10-22
26544,39.70701,-80.16451,6b,04-15,10-22
26546,39.67457,-80.03496,6b,04-15,10-22
26547,39.509,-79.80521,6b,04-15,10-22
26554,39.47095,-80.13936,6b,04-15,10-22
26559,39.5017,-80.1664,6b,04-15,10-22
26560,39.51434,-80.21854,6b,04-15,10-22
26562,39.64694,-80.44192,6a,04-25,10-15
26563,39.48084,-80.27183,6b,04-15,10-22
26568,39.4224,-80.27564,6b,04-15,10-22
26570,39.64239,-80.23405,6b,04-15,10-22
26571,39.51351,-80.25738,6b,04-15,10-22
26572,39.48057,-80.30851,6b,04-15,10-22
26574,39.5587,-80.17617,6b,04-15,10-22
26575,39.69674,-80.43872,6a,04-25,10-15
26576,39.49473,-80.25872,6b,04-15,10-22
26581,39.69577,-80.53077,6a,04-25,10-15
26582,39.52782,-80.3586,6b,04-15,10-22
26585,39.61177,-80.41237,6a,04-25,10-15
26586,39.52551,-80.10866,6a,04-25,10-15
26587,39.5207,-80.30336,6b,04-15,10-22
26588,39.54935,-80.13097,6b,04-15,10-22
26590,39.70446,-80.27178,6b,04-15,10-22
26591,39.45203,-80.27599,6b,04-15,10-22
26601,38.64144,-80.67497,6b,04-15,10-22
26610,38.46529,-80.72323,6b,04-15,10-22
26611,38.83329,-80.80006,6b,04-15,10-22
26615,38.8361,-80.72573,6b,04-15,10-22
26617,38.49119,-80.83069,6b,04-15,10-22
26619,38.78801,-80.73291,6b,04-15,10-22
26621,38.72841,-80.58745,6b,04-15,10-22
26623,38.65362,-80.86194,6b,04-15,10-22
26624,38.70446,-80.79366,6b,04-15,10-22
26627,38.76768,-80.61266,6b,04-15,10-22
26629,38.5539,-80.69864,6b,04-15,10-22
26631,38.79037,-80.57981,6b,04-15,10-22
26636,38.74076,-80.9435,6b,04-15,10-22
26638,38.7357,-80.98431,6b,04-15,10-22
26651,38.30696,-80.87329,6b,04-15,10-22
26656,38.24456,-81.16153,7a,04-10,11-01
26660,38.35561,-80.69639,6b,04-15,10-22
26662,38.2453,-80.75434,6b,04-15,10-22
26667,38.26863,-80.98148,6b,04-15,10-22
26671,38.30212,-80.93549,6b,04-15,10-22
26676,38.15347,-80.66112,6a,04-25,10-15
26678,38.15798,-80.91002,6b,04-15,10-22
26679,38.1755,-80.80897,6b,04-15,10-22
26680,38.09046,-80.88462,6b,04-15,10-22
26681,38.21826,-80.70048,6b,04-15,10-22
26684,38.16352,-80.86864,6a,04-25,10-15
26690,38.24317,-81.10596,6b,04-15,10-22
26691,38.40815,-80.67026,6b,04-15,10-22
26704,39.28532,-78.59401,6b,04-15,10-22
26705,39.32758,-79.54714,6a,04-25,10-15
26707,39.26441,-79.3654,6a,04-25,10-15
26710,39.33577,-78.91724,7a,04-10,11-01
26711,39.29325,-78.47306,7a,04-10,11-01
26714,39.18253,-78.62152,6b,04-15,10-22
26716,39.26147,-79.50612,6a,04-25,10-15
26717,39.35123,-79.17606,6a,04-25,10-15
26719,39.4977,-78.76381,7a,04-10,11-01
26720,39.28065,-79.33844,6a,04-25,10-15
26722,39.50942,-78.6438,7a,04-10,11-01
26726,39.43486,-78.95987,7a,04-10,11-01
26731,39.15399,-79.07088,6b,04-15,10-22
26739,39.24876,-79.23785,6a,04-25,10-15
26743,39.29148,-79.07484,6b,04-15,10-22
26750,39.47624,-79.04681,7a,04-10,11-01
26753,39.57972,-78.78539,7a,04-10,11-01
26755,39.13957,-78.66841,6b,04-15,10-22
26757,39.32169,-78.74815,7a,04-10,11-01
26761,39.2912,-78.69317,6b,04-15,10-22
26763,39.44763,-78.6661,7a,04-10,11-01
26764,39.45481,-79.54326,6a,04-25,10-15
26767,39.61601,-78.77489,7a,04-10,11-01
26801,39.0849,-78.779,6b,04-15,10-22
26802,38.63315,-79.21669,6b,04-15,10-22
26804,38.62629,-79.53068,6a,04-25,10-15
26807,38.65585,-79.33975,6a,04-25,10-15
26808,39.21079,-78.44261,6b,04-15,10-22
26810,38.97303,-78.73978,6a,04-25,10-15
26812,38.878,-78.88245,6b,04-15,10-22
26814,38.73799,-79.43087,6a,04-25,10-15
26815,38.48222,-79.33161,6b,04-15,10-22
26817,39.34447,-78.38374,7a,04-10,11-01
26818,39.06832,-79.01717,7a,04-10,11-01
26823,39.13982,-78.49576,6b,04-15,10-22
26833,39.08979,-79.18014,6b,04-15,10-22
26836,39.03818,-78.97189,6b,04-15,10-22
26838,38.81801,-79.09107,6b,04-15,10-22
26845,39.18431,-78.9458,6b,04-15,10-22
26847,38.95919,-79.13703,7a,04-10,11-01
26851,39.06654,-78.6218,6b,04-15,10-22
26852,39.24844,-78.92736,6b,04-15,10-22
26855,38.98645,-79.25455,7a,04-10,11-01
26865,39.19986,-78.49655,6b,04-15,10-22
26866,38.81429,-79.23861,7a,04-10,11-01
26884,38.84941,-79.37151,6a,04-25,10-15
26886,38.84429,-79.42206,6a,04-25,10-15
27006,35.95468,-80.44132,7b,04-01,11-08
27007,36.39036,-80.58746,7b,04-01,11-08
27009,36.23683,-80.07495,8a,03-20,11-15
27011,36.21838,-80.70955,7b,04-01,11-08
27012,36.0271,-80.39312,7b,04-01,11-08
27013,35.73956,-80.69407,7b,04-01,11-08
27014,35.81264,-80.55724,7b,04-01,11-08
27016,36.42918,-80.19588,7b,04-01,11-08
27017,36.36726,-80.72296,7b,04-01,11-08
27018,36.19862,-80.52694,7b,04-01,11-08
27019,36.29705,-80.23777,7b,04-01,11-08
27020,36.1152,-80.81872,7b,04-01,11-08
27021,36.29312,-80.3546,7b,04-01,11-08
27022,36.52235,-80.22195,7b,04-01,11-08
27023,36.09777,-80.42715,7b,04-01,11-08
27024,36.52092,-80.84824,7b,04-01,11-08
27025,36.38311,-79.97451,7b,04-01,11-08
27027,36.42145,-79.97458,7b,04-01,11-08
27028,35.92048,-80.57143,7b,04-01,11-08
27030,36.49376,-80.62336,7b,04-01,11-08
27040,36.18272,-80.36487,7b,04-01,11-08
27041,36.39899,-80.48006,7b,04-01,11-08
27042,36.33568,-80.05135,7b,04-01,11-08
27043,36.3315,-80.4417,7b,04-01,11-08
27045,36.23235,-80.30391,7b,04-01,11-08
27046,36.48857,-80.09267,7b,04-01,11-08
27047,36.30569,-80.5824,7b,04-01,11-08
27048,36.47266,-79.90522,7b,04-01,11-08
27050,36.23525,-80.38089,7b,04-01,11-08
27051,36.17424,-80.16679,8a,03-20,11-15
27052,36.29824,-80.14383,7b,04-01,11-08
27053,36.47395,-80.34752,7b,04-01,11-08
27054,35.78774,-80.59377,7b,04-01,11-08
27055,36.12301,-80.64557,7b,04-01,11-08
27101,36.10704,-80.21918,8a,03-20,11-15
27103,36.06654,-80.30733,7b,04-01,11-08
27104,36.0941,-80.31503,8a,03-20,11-15
27105,36.14789,-80.23423,8a,03-20,11-15
27106,36.1414,-80.3137,7b,04-01,11-08
27107,36.04621,-80.18998,8a,03-20,11-15
27109,36.13358,-80.2768,8a,03-20,11-15
27110,36.02748,-80.20728,8a,03-20,11-15
27127,36.0394,-80.26171,7b,04-01,11-08
27201,36.03184,-79.48564,8a,03-20,11-15
27202,36.18571,-79.50496,8a,03-20,11-15
27203,35.68612,-79.82919,8a,03-20,11-15
27205,35.66597,-79.83216,8a,03-20,11-15
27207,35.61384,-79.38984,8a,03-20,11-15
27208,35.55926,-79.54591,8a,03-20,11-15
27209,35.35416,-79.76839,8a,03-20,11-15
27212,36.46187,-79.26388,7b,04-01,11-08
27213,35.64819,-79.41486,8a,03-20,11-15
27214,36.20577,-79.69839,8a,03-20,11-15
27215,36.07234,-79.4698,8a,03-20,11-15
27217,36.13274,-79.41135,8a,03-20,11-15
27229,35.28001,-79.79467,8a,03-20,11-15
27231,36.20799,-79.16879,8a,03-20,11-15
27233,35.91198,-79.69566,8a,03-20,11-15
27235,36.09208,-80.01009,8a,03-20,11-15
27239,35.61843,-80.10517,8a,03-20,11-15
27242,35.3073,-79.65327,8a,03-20,11-15
27243,36.08214,-79.18649,8a,03-20,11-15
27244,36.15274,-79.50839,8a,03-20,11-15
27247,35.45141,-79.7834,8a,03-20,11-15
27248,35.76143,-79.69835,8a,03-20,11-15
27249,36.12575,-79.56352,8a,03-20,11-15
27252,35.56426,-79.35011,8a,03-20,11-15
27253,36.03184,-79.37815,8a,03-20,11-15
27256,35.56218,-79.28751,7b,04-01,11-08
27258,36.06418,-79.34421,8a,03-20,11-15
27259,35.49208,-79.47902,8a,03-20,11-15
27260,35.95044,-79.99345,8a,03-20,11-15
27262,35.96459,-80.02239,8a,03-20,11-15
27263,35.91455,-79.96062,8a,03-20,11-15
27265,36.01765,-80.00628,8a,03-20,11-15
27278,36.07973,-79.09459,8a,03-20,11-15
27281,35.17764,-79.60491,8a,03-20,11-15
27282,35.99822,-79.93573,8a,03-20,11-15
27283,35.9369,-79.63191,8a,03-20,11-15
27284,36.11989,-80.08726,8a,03-20,11-15
27288,36.506,-79.74935,7b,04-01,11-08
27291,36.4151,-79.14221,7b,04-01,11-08
27292,35.77579,-80.23174,8a,03-20,11-15
27295,35.8569,-80.28961,7b,04-01,11-08
27298,35.88428,-79.56809,8a,03-20,11-15
27299,35.75258,-80.37587,8a,03-20,11-15
27301,36.10854,-79.6808,8a,03-20,11-15
27302,36.11145,-79.27142,8a,03-20,11-15
27305,36.53217,-79.21379,7b,04-01,11-08
27306,35.22792,-79.99741,8a,03-20,11-15
27310,36.17814,-79.9842,8a,03-20,11-15
27311,36.49076,-79.48073,7b,04-01,11-08
27312,35.75609,-79.17848,8a,03-20,11-15
27313,35.9376,-79.75441,8a,03-20,11-15
27314,36.28501,-79.19809,7b,04-01,11-08
27315,36.51245,-79.37498,7b,04-01,11-08
27316,35.71195,-79.63723,8a,03-20,11-15
27317,35.81741,-79.80389,8a,03-20,11-15
27320,36.34592,-79.67075,8a,03-20,11-15
27325,35.44766,-79.57555,8a,03-20,11-15
27326,36.47835,-79.55518,7b,04-01,11-08
27330,35.4588,-79.16415,8a,03-20,11-15
27332,35.40102,-79.14419,8a,03-20,11-15
27340,35.94881,-79.32966,8a,03-20,11-15
27341,35.53332,-79.71018,8a,03-20,11-15
27342,36.07597,-79.63132,8a,03-20,11-15
27343,36.49577,-79.09331,7b,04-01,11-08
27344,35.72969,-79.44984,8a,03-20,11-15
27349,35.89715,-79.42344,8a,03-20,11-15
27350,35.80839,-79.90244,8a,03-20,11-15
27351,35.66055,-80.28365,8a,03-20,11-15
27355,35.79386,-79.55521,8a,03-20,11-15
27356,35.4141,-79.78487,8a,03-20,11-15
27357,36.25215,-79.97548,8a,03-20,11-15
27358,36.20998,-79.88921,8a,03-20,11-15
27360,35.871,-80.08603,8a,03-20,11-15
27370,35.84386,-79.9849,8a,03-20,11-15
27371,35.38221,-79.92418,8a,03-20,11-15
27374,35.78185,-80.20355,8a,03-20,11-15
27376,35.24899,-79.54383,8a,03-20,11-15
27377,36.05065,-79.59483,8a,03-20,11-15
27379,36.3879,-79.33107,7b,04-01,11-08
27401,36.07113,-79.77468,8a,03-20,11-15
27403,36.06448,-79.82206,8a,03-20,11-15
27405,36.1075,-79.75242,8a,03-20,11-15
27406,36.02286,-79.77895,8a,03-20,11-15
27407,36.02538,-79.87112,8a,03-20,11-15
27408,36.10139,-79.81425,8a,03-20,11-15
27409,36.08389,-79.94122,8a,03-20,11-15
27410,36.11685,-79.88291,8a,03-20,11-15
27411,36.08071,-80.0244,7b,04-01,11-08
27412,36.06613,-79.80674,8a,03-20,11-15
27455,36.15671,-79.80644,8a,03-20,11-15
27501,35.49438,-78.71,8a,03-20,11-15
27502,35.73663,-78.86462,8a,03-20,11-15
27503,36.15834,-78.87419,8a,03-20,11-15
27504,35.39043,-78.53155,8a,03-20,11-15
27505,35.42638,-79.03409,8a,03-20,11-15
27506,35.40651,-78.73848,8a,03-20,11-15
27507,36.52579,-78.57014,7b,04-01,11-08
27508,35.95433,-78.25342,8a,03-20,11-15
27509,36.1383,-78.75882,8a,03-20,11-15
27510,35.91249,-79.08144,8a,03-20,11-15
27511,35.75565,-78.77508,8a,03-20,11-15
27513,35.79788,-78.79702,8a,03-20,11-15
27514,35.91508,-79.02939,8a,03-20,11-15
27516,35.91279,-79.10931,8a,03-20,11-15
27517,35.89236,-79.02085,8a,03-20,11-15
27518,35.79769,-78.62526,8a,03-20,11-15
27519,35.76812,-78.82955,8a,03-20,11-15
27520,35.63528,-78.4489,8a,03-20,11-15
27521,35.40837,-78.66964,8a,03-20,11-15
27522,36.11194,-78.69122,8a,03-20,11-15
27523,35.79769,-78.62526,8a,03-20,11-15
27524,35.4152,-78.42116,8a,03-20,11-15
27525,36.10487,-78.45893,8a,03-20,11-15
27526,35.5753,-78.80234,8a,03-20,11-15
27527,35.63,-78.36,8a,03-20,11-15
27529,35.67919,-78.60246,8a,03-20,11-15
27530,35.38434,-78.00893,8a,03-20,11-15
27531,35.46312,-77.99573,8b,03-10,11-25
27533,35.37204,-78.05242,8a,03-20,11-15
27534,35.37707,-77.92463,8a,03-20,11-15
27536,36.34068,-78.39425,7b,04-01,11-08
27537,36.33705,-78.38737,7b,04-01,11-08
27539,35.68143,-78.78256,8a,03-20,11-15
27540,35.64355,-78.83486,8a,03-20,11-15
27541,36.26489,-79.08338,7b,04-01,11-08
27542,35.60639,-78.13755,8a,03-20,11-15
27544,36.21519,-78.43861,7b,04-01,11-08
27545,35.79052,-78.48345,8a,03-20,11-15
27546,35.39665,-78.83852,8a,03-20,11-15
27549,36.06224,-78.24953,8a,03-20,11-15
27551,36.4749,-78.04505,8a,03-20,11-15
27553,36.48423,-78.30615,7b,04-01,11-08
27555,35.56214,-78.20349,8a,03-20,11-15
27556,36.41347,-78.32749,7b,04-01,11-08
27557,35.77786,-78.19889,8a,03-20,11-15
27559,35.63143,-79.0894,8a,03-20,11-15
27560,35.84636,-78.83866,8a,03-20,11-15
27562,35.63329,-78.97271,8a,03-20,11-15
27563,36.4506,-78.21676,7b,04-01,11-08
27565,36.3405,-78.61595,7b,04-01,11-08
27568,35.51186,-78.24273,8a,03-20,11-15
27569,35.45891,-78.1638,8a,03-20,11-15
27570,36.44121,-78.24044,7b,04-01,11-08
27571,35.92166,-78.45805,8a,03-20,11-15
27572,36.23896,-78.88293,7b,04-01,11-08
27573,36.41474,-78.97375,7b,04-01,11-08
27574,36.41663,-78.97022,7b,04-01,11-08
27576,35.55797,-78.26479,8a,03-20,11-15
27577,35.50646,-78.34446,8a,03-20,11-15
27581,36.19504,-78.72657,8a,03-20,11-15
27582,36.45483,-78.5702,7b,04-01,11-08
27583,36.2919,-78.93552,7b,04-01,11-08
27584,36.52894,-78.44504,7b,04-01,11-08
27587,35.97154,-78.52241,8a,03-20,11-15
27589,36.37844,-78.13903,8a,03-20,11-15
27591,35.7816,-78.37287,8a,03-20,11-15
27592,35.55489,-78.67038,8a,03-20,11-15
27593,35.59073,-78.36072,8a,03-20,11-15
27594,36.37367,-78.11093,7b,04-01,11-08
27596,36.00049,-78.44921,8a,03-20,11-15
27597,35.84804,-78.30135,8a,03-20,11-15
27599,36.05251,-79.10769,7b,04-01,11-08
27601,35.77445,-78.63274,8a,03-20,11-15
27603,35.7161,-78.65734,8a,03-20,11-15
27604,35.81457,-78.58348,8a,03-20,11-15
27605,35.78828,-78.65316,8a,03-20,11-15
27606,35.75827,-78.71783,8a,03-20,11-15
27607,35.80746,-78.70086,8a,03-20,11-15
27608,35.80845,-78.64667,8a,03-20,11-15
27609,35.84475,-78.63263,8a,03-20,11-15
27610,35.76783,-78.5861,8a,03-20,11-15
27612,35.84779,-78.70161,8a,03-20,11-15
27613,35.89921,-78.71161,8a,03-20,11-15
27614,35.93926,-78.60317,8a,03-20,11-15
27615,35.89173,-78.63203,8a,03-20,11-15
27616,35.86544,-78.54929,8a,03-20,11-15
27617,35.90602,-78.7432,8a,03-20,11-15
27695,35.79769,-78.62526,8a,03-20,11-15
27697,35.88224,-78.41337,8a,03-20,11-15
27701,35.99719,-78.89731,8a,03-20,11-15
27703,35.96643,-78.83969,8a,03-20,11-15
27704,36.03456,-78.86892,8a,03-20,11-15
27705,36.01599,-78.95911,8a,03-20,11-15
27707,35.96399,-78.93602,8a,03-20,11-15
27708,36.02869,-78.92398,8a,03-20,11-15
27709,36.05116,-78.85765,8a,03-20,11-15
27712,36.08774,-78.92313,8a,03-20,11-15
27713,35.90577,-78.92113,8a,03-20,11-15
27801,35.93512,-77.77076,8a,03-20,11-15
27803,35.92446,-77.83689,8a,03-20,11-15
27804,35.97377,-77.82694,8a,03-20,11-15
27805,36.22368,-77.10397,8a,03-20,11-15
27806,35.30803,-76.79019,8b,03-10,11-25
27807,35.79799,-78.10641,8a,03-20,11-15
27808,35.47031,-76.77855,8b,03-10,11-25
27809,36.0324,-77.78636,8a,03-20,11-15
27810,35.54504,-76.60012,8b,03-10,11-25
27812,35.79976,-77.37765,8a,03-20,11-15
27813,35.634,-77.93311,8a,03-20,11-15
27814,35.38401,-76.93188,8b,03-10,11-25
27816,36.08554,-78.07321,8a,03-20,11-15
27817,35.48703,-77.07986,8b,03-10,11-25
27818,36.50729,-77.01668,8a,03-20,11-15
27819,35.81841,-77.45335,8a,03-20,11-15
27820,36.41647,-77.23117,8a,03-20,11-15
27821,35.32145,-76.87437,8b,03-10,11-25
27822,35.80951,-77.8601,8a,03-20,11-15
27823,36.19059,-77.71859,8a,03-20,11-15
27824,35.5142,-76.00736,8b,03-10,11-25
27825,35.86671,-77.08496,8a,03-20,11-15
27826,35.57598,-76.20409,8b,03-10,11-25
27827,35.69872,-77.5108,8a,03-20,11-15
27828,35.5982,-77.59066,8a,03-20,11-15
27829,35.68655,-77.64461,8a,03-20,11-15
27830,35.55216,-77.9727,8a,03-20,11-15
27831,36.45882,-77.57834,8a,03-20,11-15
27832,36.50254,-77.68887,8a,03-20,11-15
27834,35.62665,-77.37896,8a,03-20,11-15
27837,35.53196,-77.20349,8b,03-10,11-25
27839,36.31097,-77.57821,8a,03-20,11-15
27840,35.94874,-77.2083,8a,03-20,11-15
27841,35.90856,-77.27835,8a,03-20,11-15
27842,36.53125,-77.86277,8a,03-20,11-15
27843,35.99959,-77.40241,8a,03-20,11-15
27844,36.2559,-77.93998,8a,03-20,11-15
27845,36.36657,-77.44254,8a,03-20,11-15
27846,35.75934,-76.89865,8a,03-20,11-15
27847,36.18404,-77.21536,8a,03-20,11-15
27849,36.08301,-77.19032,8a,03-20,11-15
27850,36.45179,-77.90383,8a,03-20,11-15
27851,35.64032,-78.02336,8a,03-20,11-15
27852,35.74665,-77.64342,8a,03-20,11-15
27853,36.51884,-77.30888,8a,03-20,11-15
27855,36.43299,-77.10287,8a,03-20,11-15
27856,35.99336,-77.96738,8a,03-20,11-15
27857,35.94854,-77.27013,8a,03-20,11-15
27858,35.57922,-77.33836,8a,03-20,11-15
27860,35.62412,-76.67274,8a,03-20,11-15
27861,35.81904,-77.31429,8a,03-20,11-15
27862,36.49093,-77.1981,8a,03-20,11-15
27863,35.49181,-77.98298,8a,03-20,11-15
27864,35.79574,-77.64106,8a,03-20,11-15
27865,35.58852,-76.83431,8a,03-20,11-15
27866,36.52177,-77.51319,8a,03-20,11-15
27869,36.28114,-77.28809,8a,03-20,11-15
27870,36.44859,-77.67144,8a,03-20,11-15
27871,35.82144,-77.26186,8a,03-20,11-15
27872,36.20351,-77.24791,8a,03-20,11-15
27873,35.65363,-77.77649,8a,03-20,11-15
27874,36.12885,-77.41983,8a,03-20,11-15
27875,35.48191,-76.44693,8b,03-10,11-25
27876,36.48712,-77.43618,8a,03-20,11-15
27877,36.51508,-77.18438,8a,03-20,11-15
27878,35.86722,-77.83054,8a,03-20,11-15
27879,35.56748,-77.28017,8a,03-20,11-15
27880,35.74876,-78.06759,8a,03-20,11-15
27881,35.91593,-77.58547,8a,03-20,11-15
27882,35.94178,-78.11872,8a,03-20,11-15
27883,35.5985,-77.81173,8a,03-20,11-15
27884,35.70045,-77.27014,8a,03-20,11-15
27885,35.45207,-76.27892,8b,03-10,11-25
27886,35.9053,-77.54056,8a,03-20,11-15
27888,35.59369,-77.70192,8a,03-20,11-15
27889,35.56044,-77.03459,8b,03-10,11-25
27890,36.42139,-77.60825,8a,03-20,11-15
27891,36.10607,-77.73,8a,03-20,11-15
27892,35.82406,-77.08093,8a,03-20,11-15
27893,35.71531,-77.91989,8a,03-20,11-15
27896,35.76869,-77.95167,8a,03-20,11-15
27897,36.33255,-77.20441,8a,03-20,11-15
27909,36.29319,-76.23692,8a,03-20,11-15
27910,36.29335,-76.98612,8a,03-20,11-15
27915,35.35425,-75.50417,9a,02-20,12-10
27916,36.31445,-75.89888,8b,03-10,11-25
27917,36.38849,-75.98097,8b,03-10,11-25
27919,36.31978,-76.49654,8a,03-20,11-15
27920,35.26313,-75.55787,9a,02-20,12-10
27921,36.34433,-76.16595,8a,03-20,11-15
27922,36.33955,-76.88086,8a,03-20,11-15
27923,36.38116,-75.94115,8b,03-10,11-25
27924,36.19223,-76.83458,8a,03-20,11-15
27925,35.88388,-76.22037,8b,03-10,11-25
27926,36.51983,-76.61637,8a,03-20,11-15
27927,36.43509,-75.84497,8b,03-10,11-25
27928,35.84923,-76.4067,8a,03-20,11-15
27929,36.4339,-75.97921,8b,03-10,11-25
27932,36.09325,-76.62077,8a,03-20,11-15
27935,36.44087,-76.86007,8a,03-20,11-15
27936,35.24554,-75.618,9a,02-20,12-10
27937,36.50115,-76.78039,8a,03-20,11-15
27938,36.41001,-76.75097,8a,03-20,11-15
27939,36.23967,-75.87361,8b,03-10,11-25
27941,36.09907,-75.81974,9a,02-20,12-10
27942,36.2893,-76.76737,8a,03-20,11-15
27943,35.21834,-75.68792,9a,02-20,12-10
27944,36.15729,-76.4275,8a,03-20,11-15
27946,36.36274,-76.60188,8a,03-20,11-15
27947,36.18937,-75.86047,9a,02-20,12-10
27948,36.02224,-75.67686,9a,02-20,12-10
27949,36.1159,-75.72772,9a,02-20,12-10
27950,36.51363,-75.9518,8b,03-10,11-25
27953,35.79587,-75.85014,8b,03-10,11-25
27954,35.91394,-75.67961,9a,02-20,12-10
27956,36.41942,-76.03362,8b,03-10,11-25
27957,36.06724,-76.76046,8a,03-20,11-15
27958,36.49741,-76.13715,8a,03-20,11-15
27959,35.92381,-75.61144,9a,02-20,12-10
27960,35.11326,-75.97255,9a,02-20,12-10
27962,35.84211,-76.73206,8a,03-20,11-15
27964,36.09321,-75.80319,9a,02-20,12-10
27965,36.27343,-75.87867,8b,03-10,11-25
27966,36.13655,-75.82653,9a,02-20,12-10
27967,36.23423,-76.94686,8a,03-20,11-15
27968,35.66198,-75.47741,9a,02-20,12-10
27969,36.42415,-76.70212,8a,03-20,11-15
27970,35.89249,-76.57584,8b,03-10,11-25
27972,35.53835,-75.47473,9a,02-20,12-10
27973,36.38478,-76.08293,8b,03-10,11-25
27974,36.23384,-76.03822,8b,03-10,11-25
27976,36.4664,-76.29809,8a,03-20,11-15
27978,35.69849,-75.77277,8b,03-10,11-25
27979,36.44051,-76.60411,8a,03-20,11-15
27980,36.25655,-76.62627,8a,03-20,11-15
27981,35.84505,-75.63954,9a,02-20,12-10
27982,35.56179,-75.47152,9a,02-20,12-10
27983,36.01539,-76.9349,8a,03-20,11-15
27985,36.21796,-76.46994,8a,03-20,11-15
27986,36.38661,-76.92641,8a,03-20,11-15
28001,35.35148,-80.19879,8a,03-20,11-15
28006,35.40327,-81.09974,8a,03-20,11-15
28007,35.10465,-80.10965,8a,03-20,11-15
28009,35.40846,-80.11171,8a,03-20,11-15
28012,35.2406,-81.04028,8a,03-20,11-15
28016,35.29258,-81.28723,8a,03-20,11-15
28017,35.25422,-81.65456,8a,03-20,11-15
28018,35.44117,-81.7995,7b,04-01,11-08
28019,35.27937,-81.79475,8a,03-20,11-15
28020,35.51864,-81.62728,8a,03-20,11-15
28021,35.38394,-81.39368,8a,03-20,11-15
28023,35.56719,-80.59116,7b,04-01,11-08
28024,35.24162,-81.77546,8a,03-20,11-15
28025,35.40041,-80.56574,8a,03-20,11-15
28027,35.40564,-80.63823,8a,03-20,11-15
28031,35.47758,-80.8924,8a,03-20,11-15
28032,35.2397,-81.07753,8a,03-20,11-15
28033,35.41619,-81.31911,8a,03-20,11-15
28034,35.33367,-81.18303,8a,03-20,11-15
28036,35.49077,-80.82576,8a,03-20,11-15
28037,35.50145,-81.00412,8a,03-20,11-15
28039,35.67789,-80.44593,8a,03-20,11-15
28040,35.34689,-81.75621,8a,03-20,11-15
28041,35.58167,-80.45806,7b,04-01,11-08
28042,35.37388,-81.54371,8a,03-20,11-15
28043,35.3176,-81.86722,8a,03-20,11-15
28052,35.24879,-81.2142,8a,03-20,11-15
28054,35.26329,-81.15312,8a,03-20,11-15
28056,35.22957,-81.12847,8a,03-20,11-15
28071,35.51397,-80.32779,8a,03-20,11-15
28072,35.61497,-80.44198,7b,04-01,11-08
28073,35.18959,-81.47928,8a,03-20,11-15
28074,35.22474,-81.88508,8a,03-20,11-15
28075,35.33529,-80.6633,8a,03-20,11-15
28076,35.25625,-81.77804,8a,03-20,11-15
28077,35.40477,-81.20268,8a,03-20,11-15
28078,35.40954,-80.86362,8a,03-20,11-15
28079,35.10521,-80.62098,8a,03-20,11-15
28080,35.45457,-81.12368,8a,03-20,11-15
28081,35.49952,-80.64447,8a,03-20,11-15
28083,35.49299,-80.60293,8a,03-20,11-15
28086,35.24119,-81.3614,8a,03-20,11-15
28088,35.54364,-80.61167,7b,04-01,11-08
28089,35.31857,-81.66601,8a,03-20,11-15
28090,35.45055,-81.56223,8a,03-20,11-15
28091,34.97013,-79.93705,8a,03-20,11-15
28092,35.47345,-81.24094,8a,03-20,11-15
28097,35.26718,-80.4268,8a,03-20,11-15
28098,35.26723,-81.09942,8a,03-20,11-15
